43.8	1.3
60.5	0.15
190.2	6.4
144.7	7.15
240.9	11.75
210.3	13.9
219.7	16.95
176.3	16.4
199.1	16.95
109.2	10.2
78.7	7.15
67	6.3
49.9	6.2
54.3	2.85
109.7	5.8
102	8.75
134.5	11.3
211.2	15.95
174.1	15.9
207.5	16.6
108.2	14.25
113.5	11.05
68.7	6.5
23.3	4.45
63.7	3.65
72	4.35
142.3	4.75
93.5	8.25
150.1	11.95
158.7	15.25
127.9	15.85
135.5	15.15
92.3	12
102.5	9.3
62.4	8.05
38.5	5.3
51	6.45
57.9	2.7
133.4	5
110.9	7.55
112.4	11.15
199.3	14.35
124	16.65
178.3	18.25
102.1	13.7
100.7	9.5
55.7	6.8
58	5.85
69.5	2.3
94.3	4.65
187.6	8.1
152.5	9.45
170.2	12.9
226.9	16
237.6	18.75
242.7	18.65
177.3	15.65
101.3	10.35
53.9	5.8
59	1.4
65.9	4.05
96.6	3.5
122.5	5.45
124.9	8.6
216.3	12.25
192.7	15.85
269.3	19.1
184.9	16.25
149.1	15.45
81.5	11.05
48.7	6.6
31.3	8.2
48.1	4.9
62	6.1
121.5	6.95
127.3	8.5
188.5	10.25
196.3	15.6
274.3	18.3
199.9	17.75
144.7	14.45
102.6	10.05
65.4	7.35
48.9	3.25
43.4	4.45
89.2	2.95
71.4	7.55
133.2	6.8
179.5	11.95
166.2	15.3
119.2	15.8
184.7	16.95
79.3	15
103.1	9.5
48.9	5.6
62.3	5.35
50.9	5.45
66.6	6.5
99.7	4.25
103.1	9.65
185	12.85
181.3	15
140.1	16.9
202.3	18.05
143	14.2
79.1	11
65.9	5.1
41.2	3.35
41.2	6.1
66.9	5.1
172.3	9.9
180.9	7.75
144.9	11.2
190.6	15.55
133.5	16.35
151.3	17.25
110.9	14.55
118.1	10.9
70	9.9
52.4	4.35
46.4	4.85
104.9	6.15
86.2	6.2
171.7	9.5
184.9	11.8
227.9	14.6
139.7	15.95
153.7	16.95
147	15.05
94.3	8.85
41.1	9.4
46	3.1
83.1	-1.35
22.8	2.9
128.3	6.65
118.1	9.45
215.4	13.2
273.4	16.85
165.1	15.8
199.5	16.6
179.5	13.9
95.5	9.95
76.8	7.3
46.5	3.7
41.7	0.9
67.9	4.3
118.7	5.4
106.9	7.15
141.9	9.55
210.3	15.95
227.5	18.35
163.7	15.3
123.7	14.7
120.2	10.55
47.1	7.1
46.9	5.5
45.1	0.75
53.9	0.1
69.4	5.65
202.5	9.7
209.4	11.8
234	15.5
150.1	16.35
132.7	17.3
124.5	14.3
84.6	10.95
57.8	5.15
51	7.05
54.7	5.6
79.3	6.1
132.9	6.95
166.6	11.55
244.1	12.95
192.9	15.2
196.7	17.45
178.3	17.1
142.5	14
84.9	10.9
72.3	6.35
49.5	3.5
41.2	6.1
62.4	3.65
142.7	5.75
147	10.95
235.6	12.4
170.3	14.3
97.5	17.3
185.2	18.1
143.8	13.25
102	9.9
49.3	6.7
64.1	3.4
51.5	0.6
65.7	7.8
152.6	8.5
209.1	10.85
156.1	13.1
182.4	15.25
159	17.45
144.8	16.5
64.9	15.05
111.7	12.25
31	7.2
46.6	5.3
49.9	3
78.7	6.7
107.2	5.45
203.3	10.55
162.9	10.95
149.8	13.8
197.6	17.5
134.8	15.75
98.5	14.7
79.3	10.4
42.9	8.45
74.7	3.05
59.5	2.15
26.3	-2.3
70.9	4.5
150.5	9.5
147.3	14.1
185.9	16.45
144.5	18.1
274.9	19.45
159.9	15.9
107.3	10.7
75.4	7.75
37.9	5.45
45.7	6.15
92.9	5.05
160.2	8.75
205.2	9.6
237.1	12
124.2	14.2
174.7	16.6
133.7	16
146.4	14.9
93.7	10.35
68.6	7.35
65.4	6.25
51	5.85
115.1	5.95
112.5	5.35
182.5	10.8
233.3	11.65
242.1	15.95
262.5	18.75
210.3	17.75
151.1	17.25
125	12.35
76.2	6.65
65.4	6.2
40.6	4.2
67.5	6.15
138.8	7.9
163.7	8.35
174.1	11.55
244.5	16.95
174	16.65
171.1	16.5
112.7	13.65
96.6	10
56.9	6.35
55.3	1.5
48.9	4.55
58.6	4.15
92.6	4.8
200.4	7.45
152.1	10.5
251.9	14.55
216.7	17.2
174.7	15.8
110.8	14.75
105.6	9.4
75.1	8.95
69.8	6
94.1	3.15
96.7	3.6
105	7.2
178.2	10.3
207	14.3
217.6	15.5
194	17.95
180.5	16.85
140.3	11.45
105	9.25
72.1	4.15
77.7	2.7
42.5	3.1
75.9	4.2
140.7	5.55
183.3	8
223	13.05
139.7	14.6
203.4	16.05
237.4	16.95
151.7	14.3
84.1	10.25
54.4	8.6
28.4	7.25
75.7	2.95
79.7	3.35
107.9	6.5
202.4	7.8
145.9	11.55
157.1	14.1
157.1	14.95
123.5	15.25
168.8	13.5
94.5	12.55
60.1	7.35
54.5	7
40.1	2.85
86.3	1.7
161.4	3.55
173.7	10.1
217.5	10.3
155.3	14.7
268.3	18.15
188	18.95
153.1	14.7
119.7	9.65
71.5	7.05
47.3	5.8
50.3	3.85
78.9	-0.5
149.7	6.5
158.7	7.4
246.6	12.65
145	13.75
168	16.7
161.4	14.5
94.3	14.75
116.5	9.7
77.9	6
18.2	5.85
50.8	5.8
83.1	6.15
110.2	9.75
168	9.3
205.6	10.8
297.1	16.15
157.9	17.45
170.5	16.25
102.6	13.3
92.9	11.5
76.4	6.25
62.3	4.5
54.6	3.8
55.4	5.65
110.7	4.35
145.2	7.85
196	12.15
145.7	14.9
188.1	16.55
119.6	16.45
118	15.55
93.7	11.25
51.8	6.75
29.5	5.05
85.8	2.15
65.5	4.2
102	7.75
153.8	10.25
228	13
226.3	15.95
272.7	18.35
245.6	18.15
213.9	15.6
144.2	12.55
70.6	7.15
45	6.3
37.8	4.05
82.3	4.7
78	6.85
164.9	9.4
182.3	13.3
274.9	16.85
129.7	15.75
147.1	15.7
122.8	13.8
60.9	10.85
73.4	7.75
54.5	4.4
43.6	4.2
65.1	7.6
173.2	8.65
86.9	10.7
225.2	11.75
231.2	15.55
196.5	16.5
185.7	16.55
135.8	15.95
